valid,case_id,song1_artist,song1_title,song1_evidence,song2_artist,song2_title,song2_evidence,is_melodic_comparison,pair_evidence,pair_evidence_source,comments
,188,Martel Ellis,Danger,"[""Wyclef Jean solicited the plaintiff for a license of Jeans use of a portion of plaintiffs song 'Danger'.""]",Wyclef Jean,Welcome to the East,"[""Wyclef Jean, prior to recording 'Welcome to the East'""]",TRUE,"[""The repetitive use in Jeans song of the little nonsensical refrain 'When the East is in the house  Oh my God' from plaintiffs song constitutes misappropriation of protected material.""]",Comments and Opinions,
,189,Ebony Latrice Batts,Boom Dynamite,"[""the plaintiff claims shes '... got the boom dynamite... Ill make you bang all night...'""]",Black Eyed Peas,Boom Boom Pow,['the word boom.'],FALSE,[],,
,191,Ernest Straughter,The Reasons Why,[],Usher,Burn,[],FALSE,[],,
,193,Ryan Lessem,Elevator,"[""The work in question is entitled 'Elevator.'""]",The Game (Jayceon Taylor),How We Do,"[""Defendants' work 'How We Do.'""]",FALSE,[],,
,194,Lata Mangeshkar,Baghon Mein Behar Hai,"[""Saregama, an Indian production company, sued for his unlicensed use of an approximately one-second loop from the song 'Baghon Mein Bahar Hai.'""]",The Game,Put You on the Game,"[""...the hip-hop song, 'Put You on the Game' (PYOG).""]",TRUE,['Saregama...claims that it owns a copyright in the sound recording of BMBH pursuant to a 1967 agreement.'],Comment/Opinion 1,
,195,Eminem,Lose Yourself,"['in August, Audi settled with Eminem, admitting using a composition thats remarkably similar to Eminems song Lose Yourself.']",Audi,Advertisement for Audi A6 Avant,['Audis video advertisement for their new model A6 Avant infringes upon Chryslers model 200 advertisement.'],TRUE,"['Audi settled with Eminem, admitting using a composition thats remarkably similar to Eminems song Lose Yourself.']",comments and opinions,
,197,Anthony Stokes,Where are You Now?,[],John Legend,Maxine's Interlude,[],FALSE,[],,
,200,Meiru Huang,What Is Wrong with Love,[],Xinru Wang,Sleeping Beauty,[],FALSE,[],,
,202,Robert Poindexter,Thin Line Between Love and Hate,['allegation of infringement based on nothing more than Defendants repeated use of the same note that opens Plaintiffs song.'],EMI Record Group,Washed Away,"[""Defendant's repeated use of the same note that opens Plaintiff's song.""]",TRUE,"[""the absurdity of Plaintiff's claim of infringement of musical expression based on use of a particular note.""]",Comments and opinions,
,204,The Black Keys,Lonely Boy,"['Complaint against Home Depot, et al.']",The Black Keys,Gold on the Ceiling,"['Complaint against Home Depot, et al.']",FALSE,[],,
,205,Lars Erickson,Pi Symphony,[],Michael John Blake,What Pi Sounds Like,[],FALSE,[],,
,206,Kevian Haghgoo,Soosan Khanoom,[],Pritam Chakraborty,Pyaar Ki Pungi,[],FALSE,[],,
,207,Guy Hobbs,Natasha,"[""Hobbs composed a song entitled 'Natasha' that was inspired by a brief love affair he had with a Russian waitress.""]",Elton John,Nikita,"[""Elton John and Bernie Taupin released a song entitled 'Nikita'.""]",FALSE,[],,
,208,Will Loomis,Bright Red Chords,['The songs at issue here may sound similar here and there.'],Jessie J,Domino,['defendants were in briefly in Santa Barbara... promoting their song within the local pop music community.'],TRUE,"['The songs are also somewhat musically similar, but only in overall format and style.']",Comments and opinions,
,209,Syl Johnson,Different Strokes,['complaining_work: Syl Johnson'],Usher Raymond,Call Me a Mack,['defending: Call Me a Mack'],FALSE,[],,
,210,Bloodstone,I'm Doing My Job,"[""complaining_work: I'm Doing My Job""]",Kanye West,Doin My Job,['defending_work: Doin My Job'],FALSE,[],,
,211,Rebecca Francescatti,Juda,['Complaining work: Juda'],Lady Gaga,Judas,['Defending work: Judas'],TRUE,[],,
,212,Brian Pringle,Take a Dive,"[""Pringle has a valid copyright in the original version of 'Take a Dive'.""]",The Black Eyed Peas,I Gotta Feeling,"[""In 2009, Defendant The Black Eyed Peas released the song 'I Gotta Feeling.'""]",FALSE,"[""Pringle's expert noted only minimal similarity and addressed only non-protectable elements.""]",Court's ruling,
,212,Brian Pringle,Take a Dive (Dance Version),"[""Pringle registered a claim for 'Take a Dive' (Dance Version).""]",The Black Eyed Peas,I Gotta Feeling,"[""Defendants made available on a website ... the 'stems' or component parts of 'I Gotta Feeling.'""]",TRUE,['Pringle asserted that Defendants had access to my music and manipulated the samples.'],Court's ruling,
,213,David Pryor,Bumpin' Bus Stop,[],Kanye West,Gold Digger,[],FALSE,[],,
,214,Eddie Bo & The Soul Finders,"Hook & Sling, Pt. I",['Plaintiff allegedly owns copyrights in a musical work called Hook & Sling Part I.'],"Jay-Z, Rihanna, and Kanye West",Run This Town,['defendants produced and released an audio recording entitled Run This Town'],FALSE,"[""the defendants sampled the word 'oh' from their sound recording and used it more than forty times.""]",Comments and opinions,
,216,Paul Batiste,I Like Your Way,"[""Judge Engelhardt organized and charted the plaintiff's claims involving dozens of musical works.""]",T-Pain,Put It Down,['Comparing the various  and slightly and subtly different  approaches to determining infringement.'],TRUE,"[""Judge Engelhardt's opinion discusses the claims of 'striking similarity' between the works.""]",Comments and opinions,
,216,Paul Batiste,Blues Man,"[""Judge Engelhardt organized and charted the plaintiff's claims involving dozens of musical works.""]",T-Pain,Reggae Nigh,['Comparing the various  and slightly and subtly different  approaches to determining infringement.'],TRUE,"[""Judge Engelhardt's opinion discusses the claims of 'striking similarity' between the works.""]",Comments and opinions,
,217,Klaus Wusthoff,Fanfaren-Blues,"[""The complaining work 'Fanfaren-Blues'""]",ZDF,Today Jingle,"[""The defending work 'Today' Jingle""]",TRUE,['The case involved a dispute over the melody similarities between the two works.'],Court decision summary,
,218,Ahmad Javon Lane,X.O.X.O.,"[""The plaintiff claimed that the defendant Beyonce had direct access to his song 'X.O.X.O.'""]",Beyonce Knowles-Carter,XO,"[""Beyonce likely 'copied' the defendant's work.""]",TRUE,['The plaintiffs infringement claim was based on purported musical similarities between the openings of the two songs.'],Comments and opinions,
,219,Black Heat,Zimba Ku,"['the drum part in question is Zimba Ku, a song recorded by the band Black Heat in 1975.']",Jessie J,Price Tag,"[""the popular song 'Price Tag,' recorded by the artist known as Jessie J,""]",TRUE,"['an ordinary observer listening to the two songs may well find the two drum parts nearly synchronized, rhythmically.']",Comments and Opinions,
,221,Trouble Funk,Say What,"[""Tuf America's claim foundered for lack of standing.""]",Beastie Boys,Shadrach,"['Defendants are Diamond, Horovitz, et al. [Beastie Boys]']",FALSE,[],,
,221,Trouble Funk,Drop the Bomb,"[""Tuf America's claim foundered for lack of standing.""]",Beastie Boys,Car Thief,"['Defendants are Diamond, Horovitz, et al. [Beastie Boys]']",FALSE,[],,
,221,Trouble Funk,Drop the Bomb,"[""Tuf America's claim foundered for lack of standing.""]",Beastie Boys,Hold It,"['Defendants are Diamond, Horovitz, et al. [Beastie Boys]']",FALSE,[],,
,222,Bo Carter,Corrine Corrina,['the plaintiff claims to have obtained a copyright registration for the song.'],Rod Stewart,Corrina Corrina,['Rod Stewarts version of the song is no more similar to the plaintiffs than is any one of the many other extant versions.'],FALSE,[],,
,223,Usher,Bad Girl,"[""the gravamen of the plaintiffs chaotic complaint lodged against numerous deep-pocketed defendants seems to be that the defendants didnt properly credit the plaintiff on their hit 'Bad Girl'.""]",Daniel Marino,,[],FALSE,[],,
,224,Tom Petty,I Won't Back Down,"[""Complaining work: I Won't Back Down""]",Sam Smith,Stay With Me,['Defending work: Stay With Me'],TRUE,['No direct evidence provided.'],,
,225,Richard Friedman,To Our Fallen,"[""The plaintiff refers to himself as the 'beneficial owner' of the copyright.""]",Hans Zimmer,Music score for 12 Years a Slave,"[""Defendant's work is the music score for '12 Years a Slave'.""]",TRUE,['The only melodic commonality between the works is use of an initial interval of a rising minor third.'],Comments and opinions,
,226,Dark Sanctuary,Les Memoires Blessees,"[""The Plaintiffs' 4-measure motif is utterly trite, a noodling melody played on a piano.""]",Bushido,Janine,"['Not only did they sample and loop portions of the Plaintiffs recording without authorization, but overlayed these samples with misogynist, violent, and obscene language.']",TRUE,"['Despite the subtle musical differences between them, they sound virtually identical to the undiscriminating ear.']",Comments and opinions,
,227,Jefferson/Jean-Francois Johnson,Forever,"[""The composer of the song 'Forever' sued the singer and composer, Mr. Goldman, for the 'Aicha' song.""]",Jean-Jacques Goldman,Aicha,"[""the 'Aicha' song.""]",TRUE,['the judges... held that the 4 consecutive musical notes present in the two songs were not original.'],comments_and_opinions,
,228,Jose Guzman,Triste Adventura (Cartas de Amor),"['complaining_work: Triste Adventura, alternatively known as Cartas de Amor']",Hacienda Records,Cartas de Amor,['defending_work: Cartas de Amor'],TRUE,[],,
,229,Enrico Riccardi and Luigi Albertelli,Zingara,['complaining_work: Zingara'],Francesco De Gregori,"Prendi questa mano, zingara","['defending_work: Prendi questa mano, zingara']",TRUE,"[""The case revolves around the melodic similarities between 'Zingara' and 'Prendi questa mano, zingara'.""]",Summary by Michele Papa,
,230,Baligh Hamdi,"Khosara, Khosara",['the author of the Arabic song at issue...'],Jay Z,Big Pimpin',"[""Jay Z's song that incorporated snippets of sound from his uncle's work""]",TRUE,[],,
,232,Salsoul Orchestra,Love Break,"['Plaintiff VMG Salsoul, LLC, alleges that the producer of Vogue...copied a 0.23-second segment of horns from an earlier song, known as Love Break.']",Madonna,Vogue,"['Defendants Madonna, Pettibone, and others thereby violated Plaintiffs copyrights to Love Break.']",TRUE,['The court found that Salsoul did not have a protectable copyright interest because the horn hit was not sufficiently original.'],Comments and opinions,
,234,Traditional,We Shall Overcome,"[""The work in question is 'We Shall Overcome,' identified as a traditional African-American spiritual.""]",,,[],FALSE,[],,
,235,Alisa Apps,Need to Know,"[""The complaint... goes on at some length about... the plaintiff's song 'Need to Know.'""]",John Newman,Love Me Again,"[""The defendant's work... 'Love Me Again.'""]",TRUE,"[""the only commonality between the songs is the phrase 'I Need to Know' opening of the 'chorus.'""]",comments_and_opinions,
,236,Timothy Arnett,Remember Me,"[""The only commonalities between the works in the instant case are the word 'remember' (used in entirely different contexts)""]",Alan Jackson,Remember When,"[""The only commonalities between the works in the instant case are the word 'remember'""]",FALSE,['One might argue that specious claims based on nothing more than insignificant commonalities of non-protectable expression abuse.'],Comments and opinions,
,237,Joseph Bereal,Came to Do,['This dispute nicely illustrates how difficult it is to establish a colorable claim for music copyright infringement.'],Omarion,Post to Be,"[""The defendant's song was recorded in the extraordinary key of 'D-flat minor'.""]",TRUE,"[""The complaint's suggestion that the defendant's song was recorded in the extraordinary key of 'D-flat minor' may engender wry smiles from literate musicians.""]",Comments and opinions,
,238,Blind Melon,No Rain,"[""The defendant doesn't deny she copied from the plaintiffs song.""]",Amanda Jiroux,Insane,['The latter song isnt a cover version of the former.'],TRUE,['...the defendant was simply capitalizing upon the well-known expression of another to enhance the popularity and profitability of her own work.'],Comments and opinions,
,239,Gabor Presser & Anna Adamis,Gyongyhaju Lany,['The defendant doesnt deny that he used a substantial portion of the plaintiffs song in his own number.'],Kanye West,New Slaves,['the defendant only determined that the plaintiffs work was in the public domain after being sued for infringement.'],TRUE,['the defendant doesnt deny that he used a substantial portion of the plaintiffs song in his own number.'],Comments and opinions,
,240,Bill Withers,Don't You Want to Stay,"['the defendants copied all the musical content, and associated sound recording, of the plaintiffs song']",Kendrick Lamar,I Do This,"[""original words of defendants rap number 'I Do This.'""]",TRUE,['the defendants copied all the musical content'],Comments and opinions,
,241,"Thomas McElroy, Denzil Delano, Jay King",Why You Treat Me So Bad,"[""The plaintiffs allege that the defendants infringed on their song 'Why You Treat Me So Bad'.""]","Eriksen, et al.",I'm Worth It,"['The complaint does not, however, claim that the defendants sampled the plaintiffs song.']",FALSE,"['Curiously, the posting that the complaint alludes to suggests that the defendants number sampled not the recording of the plaintiffs song.']",Comments and opinions,
,242,X Ambassadors,Jungle,['complaining_work: Jungle'],Porsche,Advertisement for Cayman 718,"[""defending_work: Advertisement for Porsche's Cayman 718 automobile""]",FALSE,[],,
,243,Collage,Young Girls,"[""The sole surviving member...filed suit against the six original writers...alleging that 'Uptown Funk' infringed the copyright of Collages 1983 work 'Young Girls.'""]",Bruno Mars & Mark Ronson,Uptown Funk,"[""...the six original writers, and the requisite record and publishing companies of 'Uptown Funk.'""]",FALSE,[],,
,244,Bo Carter (Chatmon),"Corrine, Corrina","['The legitimacy of the plaintiffs claim of copyright ownership of a blues chestnut variously titled Corrine, Corrina,']",Eric Clapton,"Alberta, Alberta",['Public domain blues number performed by Eric Clapton'],TRUE,['Both disputes turn on the legitimacy of the plaintiffs claim of copyright ownership.'],Comments and opinions,
,245,Sleigh Bells,Infinity Guitars,[],Demi Lovato,Stars,[],FALSE,[],,
,246,Alex Greggs,Takes All Night,"[""The complaint alleges that the 'hooks' of the choruses of the songs have a similar melodic contour.""]",Ariana Grande,One Last Time,['...the most apparent commonality between the works is their topics...'],TRUE,['...both share a melodic arc of a handful of pitches occupying a measure or two.'],Comments and opinions,
,247,Martin Harrington & Thomas Leonard,Amazing,"['the plaintiffs infringement allegations against Ed Sheeran, et al.']",Ed Sheeran,Photograph,"[""the defendants' song was featured in a feature film, bringing even more acclaim and remuneration to the defendants.""]",TRUE,"['this comparison reveals that neither chorus melody has much protectable original musical expression to begin with.', 'But more importantly, this comparison reveals that neither chorus melody has much protectable original musical expression to begin with.']",Comments and opinions,
,248,Darlene Love,Christmas (Baby Please Come Home),"[""Scripps legitimately acquired permission to use the 'Christmas' song, and Darlene Loves recorded performance of it.""]",Darlene Love,Christmas (Baby Please Come Home),['This claim by singer Darlene Love against Scripps Networks follows her nearly identical claim in 2015 against Google.'],FALSE,[],,
,249,Casey Dienel,Ring the Bell,"[""the four notes of the sampled female vocal riff of both 'Ring the Bell' and the infringing 'Sorry' are Bb, C, Eb, F.""]",Justin Bieber,Sorry,"[""the infringing 'Sorry' are Bb, C, Eb, F.""]",TRUE,['the notes of the [plaintiffs] vocal riff correspond with the tonic of the song without overstating its progression.'],Comments and opinions,
,250,Cirque du Soleil,Steel Dream,"['Its infringement claim, however, is as foolishly notional... the contested snippet of music and sound is a brief, six-pitch vocalized motif.']",Justin Timberlake,Don't Hold the Wall,['Timberlake sold more than two million copies of the album containing the contested song.'],TRUE,"[""Even if Timberlake's audio engineer sampled this snippet of sound directly from the plaintiff's recording.""]",Comments and opinions,
,251,Perry Kibble,A New Day is Here at Last,[],Justin Timberlake,Damn Girl,[],FALSE,[],,
,252,Laurent Feriol,Les Chansons dartiste,"[""the judges held that the French singer Calogero has copied the song 'Les Chansons dartiste' by Laurent Feriol.""]",Calogero,Si seulement je pouvais lui manquait,"[""Calogero was accused of copyright infringement with his song 'Si seulement je pouvais lui manquait.'""]",TRUE,"['The expert considered that the two songs shared melodic, rhythmic, and harmonic similarities.', 'The two songs had 63% musical notes in common.', 'The similarity between the refrain of the two songs was evaluated at 80%.']",Comments and opinions,
,253,Willia Dean Parker,Ain't That a Lot of Loving,"[""This infringement claim is based on the plaintiffs allegation that the defendants copied a 'riff' or 'distinct note pattern' from the complaining song.""]",Mervyn Winwood,Gimmee Some Lovin,"[""The defendants copied a 'riff' or 'distinct note pattern' from the complaining song.""]",TRUE,"[""It is apparent that their sharing conventions of a musical genre ('soul') is their only commonality.""]",Comments and opinions,
,254,Wiliam Roberts,Hustlin,"[""plaintiffs alleged infringed upon 'Everyday Im hustling' - an expression used in the chorus of the Plaintiffs' song.""]",LMFAO,Party Rock Anthem,"[""The Defendants use of the expression 'Everyday Im shuffling' in their song 'Party Rock.'""]",FALSE,[],,
,255,Leroy Mitchell,Star in the Ghetto,[],Dr. Dre,If It Ain't Ruff,[],FALSE,[],,
,256,Abdul Muhammad (Erik Saunders),Bridge Through Time,"[""Defendants admit that Chanceller [sic] Bennett used a portion of a song entitled 'Bridge Through Time'.""]",Chancellor Bennett (Chance Rapper),Windows,"[""Chancellor Bennett used a portion of a song entitled 'Bridge Through Time' in his song 'Windows.'""]",TRUE,[],,
,257,Roger Troutman,More Bounce to the Ounce,['The bulk of the Complaint... comprises a redundant listing of purported commonalities between the songs that render them substantially similar.'],Mark Ronson,Uptown Funk,['The bulk of the Complaint... comprises a redundant listing of purported commonalities between the songs that render them substantially similar.'],TRUE,"[""The alleged commonalities relate not to musical expression, but more to style and sound ('talkbox', clapping, guitar).""]",Comments and opinions,
,258,Jon Dunmore & Mike Molina,I'd Do Anything for You,"[""The complaint alleges... 'I'd Do Anything for You'.""]",Meat Loaf,I'd Do Anything for Love (But I Won't Do That),"[""The title 'I'd Do Anything for Love.'""]",TRUE,['The complaints musical basis for the claim is embarrassingly flimsy: shared motif and chord progression.'],Comments and opinions,
,259,3LW,Playas Gon' Play,"[""the parties have each claimed that Swift's 'Shake It Off' infringes on plaintiffs lesser known work from 2001, 'Playas Gon' Play'.""]",Taylor Swift,Shake It Off,"[""Swifts massive hit 'Shake It Off'""]",FALSE,[],,
,260,Anthony Barre,Booking the Hoes from New Wildings,"[""It is on Barre's works, particularly 'Booking the Hoes from New Wildings'."", 'the phrases found in some of Barres YouTube postings.']",Beyonce,Formation,['Defendants have never denied the many media reports that Barres voice and words were sampled by Defendants.'],TRUE,"[""Barre's unique, gravelly voice, cadence and words were sampled by Defendants.""]",Comments and opinions,
,260,Anthony Barre,A 27 Piece Huh?,['This claim of copyright infringement is based on the defendants use of several brief (and likely unprotectable) phrases used by the plaintiff in postings.'],Beyonce,Formation,['Beyonce Carters using the expressions found in some of Barres YouTube postings:'],FALSE,['This claim of copyright infringement is based on the defendants use of several brief phrases.'],Comments and opinions,
,262,Joel Bosh,Yo Soy Boricua,"[""The complaint asserts that the defendants Sesame Street advertisement infringes upon the plaintiffs hit 'Yo Soy Boricua.'""]",Sesame Street,Sesame Street Advertisement,"[""the only commonality between the two works is the phrase 'Yo Soy Boricua'""]",FALSE,['there are no musical similarities whatever between the pop number and TV advertisement.'],Comments and opinions,
,263,Kishore Kumar & Asha Bhosle,Kehdoon Tumhe,['complaining_work: Kehdoon Tumhe'],Jubin Nautiyal & Neeti Mohan,Socha Hai (Kehdoon Tumhe Remix),['defending_work: Socha Hai (Kehdoon Tumhe Remix)'],TRUE,"[""Involves a remix of the original song 'Kehdoon Tumhe'.""]",comments_and_opinions,
,264,The Sequence,Funk You Up,"[""The plaintiffs allege that the song 'Funk You Up' by The Sequence is similar to 'Uptown Funk'.""]",Bruno Mars & Mark Ronson,Uptown Funk,"[""The defendants allege that the song 'Uptown Funk' contains elements from 'Funk You Up'.""]",TRUE,"[""The complaint alleges that 'Uptown Funk' incorporates elements of 'Funk You Up'.""]",Complaint: PDF,
,265,Paul Rose,Nae Slappin',"[""Paul Rose's work 'Nae Slappin'""]",U2,The Fly,"[""Defending work 'The Fly'""]",TRUE,['the only noticeable musical similarity between the works is a three-note descending motif'],Comments and opinions,
,266,Abiodun Oyewole,When the Revolution Comes,"[""the plaintiff has exclusive rights to this locution because he used it repeatedly in his song 'When the Revolution Comes.'""]",Rita Ora,Party and Bullshit,['the defendants number...repeats the phrase in a sing-song mocking style'],FALSE,"[""whether the brief and inelegant phrase 'party and bullshit' is copyrightable expression.""]",Comments and opinions,
,266,Abiodun Oyewole,When the Revolution Comes,"[""the plaintiff has exclusive rights to this locution because he used it repeatedly in his song 'When the Revolution Comes.'""]",The Notorious B.I.G.,Party and Bullshit,['the defendants number...repeats the phrase in a sing-song mocking style'],FALSE,['according to the complaint... the plaintiff has exclusive rights to this locution'],Comments and opinions,
,266,Abiodun Oyewole,When the Revolution Comes,"[""the plaintiff has exclusive rights to this locution because he used it repeatedly in his song 'When the Revolution Comes.'""]",Eminem,Calm Down,[],FALSE,['no one should be allowed to monopolize a sequence of five otherwise non-copyrightable syllables.'],Comments and opinions,
,267,"John Wilson, Charles Still, Terrance Stubbs",Sho' Nuff,['In this dispute there was no question that Justin Timberlake sampled the copyrighted recording by the Plaintiffs.'],Justin Timberlake,Suit & Tie,"[""the question who owns the copyright in the underlying work... should be compensated for Timberlake's use of it.""]",FALSE,[],,
,268,Luis Cortes-Ramos,World Cup Song Contest Entry,"[""Plaintiff's hopes and optimistic projections, having become one of twenty finalists in the competition to write a song Martin would sing at the World Cup.""]",Ricky Martin,Vida,"[""Ricky Martin's work 'Vida'""]",TRUE,['His belief that Martin must have taken advantage of him by copying the song Plaintiff submitted.'],comments_and_opinions,
,269,Baligh Hamdi,"Khosara, Khosara","['The plaintiff, Osama Fahmy, is the nephew of the author of the Arabic song at issue in this dispute.']",Jay Z,Big Pimpin',['Jay Zs song that incorporated snippets of sound from his uncles work.'],FALSE,[],,
,270,Marvin Gaye,Got to Give It Up,"['Judge Nguyen wraps up with a stinging fillip: The Gayes, no doubt, are pleased by this outcome.']",Robin Thicke,Blurred Lines,"['Robin Thicke and Pharrell Williams are liable for copyright infringement.', 'the jurys verdict was a travesty.']",TRUE,"['The majority opinion implies a tacit realization on the part of the authors that the lower court jury verdict was a travesty.', 'the obvious lack of similarities should have prompted the trial court to grant Thickes motion for summary judgment.']",Comments and opinions,
,271,Herman Weems,Why Can't There Be Love,"[""The plaintiff claims that the defendants 'sampled' the plaintiffs musical composition.""]","Tyler Okonma (Tyler, the Creator)",Deathcamp,"[""The defendants' song ... 'Deathcamp'.""]",FALSE,[],,
,272,Michael May,We Run Things,[],Miley Cyrus,We Can't Stop,[],TRUE,[],,
,273,Drayter,Best I Had,"['Presumably the plaintiff is claiming ownership of the copyrights for the underlying musical work, and also the sound recording of a particular performance of it.']",Chick-Fil-A,Advertisements aired on ESPN,"['Defendants and/or their agents reproduced, synchronized, distributed, and/or publicly performed... a substantial portion of the Infringed Composition without Plaintiffs authorization in a televised commercial.']",FALSE,[],,
,274,Sean Carey,When I Found You,['The infringement claim is based on the fact that the introductions of both songs open with the same descending 4-note motive.'],Ed Sheeran,The Rest of Our Life,['The introductions of both songs open with the same descending 4-note motive.'],TRUE,"[""The 'same descending 4-note motive'.""]",Comments and opinions,
,276,Jamie Ciero,Volar,"[""Plaintiff sued Defendants for their alleged infringement on Plaintiff's musical work 'Volar'.""]",Idina Menzel,Let It Go,"[""Defendants' musical work 'Let it Go' from the ballistically successful Disney production 'Frozen.'""]",TRUE,"['Plaintiff correctly points out that both works have chorus melodies that rise from the fifth scale degree first to the tonic, and then supertonic scale degrees.']",Comments and opinions,
,277,Tracy Chapman,Baby Can I Hold You,"[""Maraj infringed upon the 'lyrics and vocal melody of the Composition.'""]",Nicki Minaj ft. Nas,Sorry,"[""Chapman's infringement claim concerns Minaj's work 'Sorry'.""]",TRUE,"[""Maraj's recording used virtually all the words of the plaintiff's song, as well as the 'vocal melody.'""]",Comments and Opinions,
,278,Dan Tramon,Rocket Boys Musical,['the Plaintiffs copyright infringement allegations based on nothing more than common elements shared between two works that were derived from a single source.'],"Marriott International, Inc.",October Sky Musical,"[""the Defendants' work 'October Sky Musical'""]",TRUE,['Presumably Plaintiffs hope this scattershot approach enhances chances of the court taking notice of at least one of them.'],Comments and opinions,
,279,Benny Mardones,Into the Night,[],Cyndi Lauper,Raise You Up,[],FALSE,[],,
,280,Richard Morrill,Who's Got My Lightah,[],Gwen Stefani,Spark the Fire,[],FALSE,[],,
,280,Richard Morrill,Who's Got My Lighter,[],Gwen Stefani,Spark the Fire,[],FALSE,[],,
,281,Stahlgewitter,Auftrag Deutsches Reich,[],Frei.Wild,"Schenkt uns Dummheit, kein Niveau",[],FALSE,[],,
,282,Harumaki Gohan,Hachigatsu no Rainy,[],Yamato Mori,M.A.K.E.,[],FALSE,[],,
,283,Eminem,Lose Yourself,[],Eminem,Eminem Esque,[],FALSE,[],,
,284,The Rolling Stones,The Last Time,[],The Verve,Bittersweet Symphony,[],TRUE,[],,
,285,N.G. (minor child),Video Recording of child praying,[],Kanye West,Ultralight Beam,[],FALSE,[],,
,286,"William Smith, Brian Clover, Scott McCulloch",I Need to Love,"[""This allegation of infringement is based on a comparison of the musical 'hooks' of the two songs.""]",The Weeknd,A Lonely Night,"[""Defendant could easily summon a great deal of 'prior art' demonstrating the generic quality.""]",TRUE,['The hooks are musically similar insofar as they both outline a descending fifth followed by a descending tritone.'],comments_and_opinions,
,287,Song-A-Tron Music,Back it Up,['The gravamen of this action is a repeating sequence of a similar group of five pitches.'],Christian Jones,24 Hours,['The gravamen of this action is a repeating sequence of a similar group of five pitches.'],TRUE,['This dispute is factually similar to the equally specious allegation made against Katy Perry.'],Comments and opinions,
,288,Kraftwerk,Metall auf Metall,['The plaintiffs claim is based on their assertion that unauthorized and unremunerated copying of any amount of sound from their protected recording violates their property right.'],Sabrina Setlur,Nur mir,"[""The disputed material is a two-second snippet lifted from one of the defendants recordings, and looped as part of the background sound of the defendants song 'Nur mir'.""]",TRUE,['The fact that defendants lifted the actual sounds from the plaintiffs recording... is a creative component of the musical genre of the defendants work.'],Comments and opinions,
,291,Sam Scully,Roll Call (Instrumental),[],Drake,That Beat,[],FALSE,[],,
,291,Sam Scully,Roll Call (Instrumental),[],Drake,In My Feelings,[],FALSE,[],,
,291,Sam Scully,Roll Call (Instrumental),[],Drake,Nice for What,[],FALSE,[],,
,292,Brandon Lee,gwenXdonlee4-142,[],Lil Nas X,Rodeo,[],FALSE,[],,
,293,Zachry Brown,Nowhere Left to Go,['the complaint... establishes the legitimacy of the non-exclusive license plaintiff entered into for this work of joint authorship.'],Ryan Tedder,,['the defendant... filed a DMCA take-down notice against the plaintiff'],FALSE,[],,
,294,Mark Halper,Don't Throw Our Love Away,[],Sam Smith,Stay With Me,[],TRUE,[],,
,295,Jesse Graham,Haters Gone Hate,[],Taylor Swift,Shake it Off,[],FALSE,[],,
,296,Yellowcard,Holly Wood Died,[],Juice WRLD,Lucid Dreams,[],TRUE,"[""The case revolves around the alleged similarities between the melodies of 'Holly Wood Died' and 'Lucid Dreams'.""]",comments and opinions,
,297,Tamita Brown,Fish Sticks n' Tater Tots,[],Various Artists,Burlesque: Heart of the Glitter Tribe,[],FALSE,[],,
,299,Leander C. Pickett,Walk It Like I Talk It,"[""a vague allegation that Defendants copied 'a substantial portion of the Infringed Composition.'""]",Migos,Walk It Talk IT,['Judge Torres did not simply dismiss the case on technical grounds.'],FALSE,[],,
,300,Chelsea Dudley,Sharon Stoned,['Defendant Chelsea Dudleya\x80\x99s hip-hop send up a\x80\x9cSharon Stoneda\x80\x9d will mislead consumers into believing that Stone endorsed a\x80\x9ccannabis paraphernaliaa\x80\x9d.'],Sharon Stone,,['Sharon Stone objects... when another publicity seeker goes after the same rewards using similar imagery.'],FALSE,[],,
,301,Paul Batiste,Hip Jazz,"['He alleges that Thrift Shop misappropriated the beat, drums, introduction, and bass line of Hip Jazz.']",Macklemore & Ryan Lewis,Thrift Shop,"[""Defendants' work 'Thrift Shop,'""]",FALSE,"[""The hi-hat swing of 0:33:864 of 'Hip Jazz' is sample [sic] to create the introduction of 'Thrift Shop.'""]",Comment/Opinion 2,
,301,Paul Batiste,World of Blues,"[""The 'distinct saxophone of 'Thrift Shop' that is [sic] begins at 0:21:000 is digitally sampled from World of Blues at 0:16:231.""]",Macklemore & Ryan Lewis,Thrift Shop,"[""Defendants' work 'Thrift Shop,'""]",TRUE,['He alleges that Thrift Shop misappropriated the distinctive melody of World of Blues.'],Court's Order,
,301,Paul Batiste,Salsa 4 Elise (Fur Elise),"[""Neon Cathedral 'samples' the melody of 'Salsa 4 Elise (Fur Elise)'?""]",Macklemore & Ryan Lewis,Neon Cathedral,"[""Defendants' work 'Neon Cathedral'""]",TRUE,"[""Plaintiff references the 'hook' of 'Salsa 4 Elise (Fur Elise).'""]",Comment/Opinion 2,
,301,Paul Batiste,Tone Palette,"['He alleges that Neon Cathedral misappropriates the hook, melody, and chords of Tone Palette.']",Macklemore & Ryan Lewis,Neon Cathedral,"[""Defendants' work 'Neon Cathedral'""]",TRUE,"['He alleges that Neon Cathedral misappropriates the hook, melody, and chords of Tone Palette.']",Court's Order,
